carat,cut,color,clarity,depth,table,price,volume
1.5,good,j,vs2,63.6,58.0,7177,238.93704
1.5,very good,j,vs2,60.5,63.0,7177,234.68431
1.0,ideal,e,vs2,62.5,57.0,7177,165.01552
1.0,ideal,f,vs1,61.4,56.0,7177,167.37732
1.04,good,g,vs1,63.8,57.0,7177,168.31169
1.23,very good,h,vs2,60.2,63.0,7177,200.26216
1.01,ideal,g,vs1,61.8,58.0,7178,162.70848
1.01,very good,g,vs1,60.9,55.0,7179,166.11569
1.01,ideal,g,vs2,61.9,56.0,7179,163.62752
1.01,ideal,g,vs2,61.4,57.0,7179,166.1842
1.01,ideal,g,vs1,61.9,54.0,7179,166.9248
1.11,premium,f,vs2,61.3,56.0,7179,180.69667
1.23,ideal,i,vs1,61.6,54.0,7181,203.99438
1.19,ideal,h,vs1,62.1,54.0,7181,196.45811
1.5,premium,e,si2,61.5,60.0,7182,234.74673
1.35,fair,i,vs2,61.6,62.0,7182,222.85834
1.25,ideal,h,si1,62.2,54.0,7182,205.01712
1.33,ideal,i,vs2,62.5,54.0,7186,217.7604
1.52,fair,j,vs1,65.4,58.0,7186,243.30676
1.08,ideal,g,vs2,62.3,54.0,7187,179.0312
1.5,premium,h,si2,61.4,62.0,7187,240.88849
1.5,fair,h,si2,65.5,53.0,7187,237.07442
1.51,fair,h,vs2,65.6,56.0,7188,133.10399
1.01,very good,g,vvs2,61.9,58.0,7188,163.11618
1.31,very good,h,si1,60.3,58.0,7189,212.32693
1.07,ideal,e,vs2,60.0,56.0,7190,174.94806
1.57,premium,j,vs1,60.8,61.0,7190,261.28116
1.0,good,e,vs1,60.0,65.0,7190,161.24896
1.2,ideal,h,vs2,60.8,55.0,7190,197.56769
1.2,very good,d,si1,60.7,58.0,7191,193.8739
1.03,premium,e,vs2,61.2,59.0,7192,168.15141
1.02,ideal,g,vs1,61.3,56.0,7192,169.095
1.06,ideal,h,vvs1,61.3,57.0,7193,171.51373
1.12,ideal,g,vs2,62.2,54.0,7193,184.90326
1.01,very good,e,vs2,60.6,59.0,7195,162.6642
1.21,very good,h,vs1,60.4,59.0,7196,200.44603
1.02,premium,f,vs1,60.5,56.0,7197,171.0959
1.7,ideal,h,i1,62.6,54.0,7197,275.87485
1.02,good,f,vs1,63.7,57.0,7197,164.74059
1.02,good,f,vs1,57.9,59.0,7197,167.5916
1.36,good,f,si1,57.5,60.0,7197,227.04274
1.01,ideal,e,vs2,61.6,57.0,7198,164.90506
1.07,ideal,g,vs1,61.8,55.0,7198,175.24788
1.07,ideal,g,vs1,62.0,56.0,7198,174.1805
1.14,ideal,g,vs2,61.9,56.0,7199,185.84418
1.0,good,d,vs2,63.9,56.0,7200,161.62183
1.22,good,h,vs2,63.8,55.0,7201,195.33482
1.21,premium,e,si1,62.6,58.0,7203,197.27124
1.21,very good,h,si1,59.6,60.0,7203,198.62906
1.16,ideal,g,vs2,62.3,57.0,7203,186.62918
1.47,premium,j,vs2,61.5,58.0,7203,239.27164
1.16,premium,g,vs2,59.9,60.0,7203,193.69608
1.0,very good,f,vs1,60.4,59.0,7204,162.48961
1.33,premium,h,si1,61.1,61.0,7204,212.81131
1.0,premium,f,vvs2,61.9,61.0,7204,161.0178
2.0,ideal,h,i1,62.5,57.0,7204,321.8374
1.04,very good,f,vs1,63.0,56.0,7207,171.054
1.19,ideal,i,if,61.7,56.0,7207,193.45985
1.51,good,j,vs2,63.7,59.0,7207,233.76382
1.5,good,i,si1,64.2,56.0,7207,239.1543
1.51,good,f,si2,63.7,59.0,7208,238.26234
1.04,ideal,e,si1,61.8,56.0,7208,170.3664
1.32,ideal,i,vs2,60.8,57.0,7209,212.42241
1.01,ideal,f,vs1,63.2,56.0,7209,164.03511
1.24,good,h,vs2,58.3,58.0,7210,210.37804
1.5,very good,i,si2,63.4,58.0,7211,234.55934
1.5,fair,h,si1,65.9,56.0,7211,233.25351
1.03,ideal,g,vs1,62.2,59.0,7211,166.82243
1.15,premium,d,si1,61.1,53.0,7213,191.60883
1.4,ideal,h,si2,61.2,56.0,7213,228.92926
1.42,fair,g,vs2,59.6,66.0,7214,228.84612
0.9,good,e,vvs1,63.4,60.0,7214,142.92267
1.0,very good,g,vvs2,60.7,56.0,7215,167.14426
1.41,very good,f,si2,61.4,59.0,7215,227.66183
1.22,ideal,e,si1,61.7,56.0,7215,202.81691
1.5,good,g,si2,63.7,58.0,7216,236.43332
1.18,ideal,h,vs1,64.9,58.0,7216,182.33394
1.18,ideal,d,si1,61.9,55.0,7216,193.0656
1.33,ideal,h,si1,62.7,56.0,7217,216.52223
1.36,ideal,i,si1,62.0,56.0,7218,221.49072
1.11,ideal,e,si1,62.1,55.0,7218,184.18361
1.27,premium,h,vs2,62.1,60.0,7219,204.83548
1.27,ideal,h,vs2,60.3,56.0,7219,211.2318
1.01,premium,g,if,61.3,58.0,7220,163.8144
1.04,ideal,d,vs2,61.9,55.0,7220,170.79141
1.07,ideal,g,vs1,61.4,57.0,7222,175.18248
1.24,premium,h,vs1,62.2,59.0,7222,201.23228
1.24,ideal,h,vs1,62.6,54.0,7222,201.88397
1.24,ideal,h,vs1,63.0,56.0,7222,201.93816
1.0,ideal,g,vs1,62.5,54.0,7223,166.20488
1.21,premium,h,vs1,62.3,58.0,7223,196.34082
1.4,premium,g,si2,62.0,60.0,7225,224.69511
1.01,very good,g,vvs2,59.7,59.0,7226,166.296
2.3,premium,g,i1,60.2,59.0,7226,386.95395
1.0,good,e,vvs2,65.3,56.0,7226,156.81993
1.25,very good,h,vs2,62.9,60.0,7227,197.90335
1.09,ideal,g,vs2,60.6,57.0,7227,182.52298
1.01,ideal,f,vs2,61.6,56.0,7229,166.34807
1.63,ideal,f,i1,62.0,55.0,7229,265.707
1.34,very good,d,si2,62.3,59.0,7230,214.74048
0.85,ideal,d,vvs1,62.0,56.0,7230,139.35995
1.26,ideal,g,si1,61.3,57.0,7230,207.14024
1.21,ideal,e,si1,62.2,54.1,7231,199.30498
1.07,premium,f,vs1,62.4,58.0,7232,171.79808
1.51,good,i,si1,63.9,63.0,7233,236.95418
1.03,very good,f,vs1,62.2,57.0,7233,170.16359
1.38,premium,h,vs1,61.0,60.0,7233,226.11137
1.01,good,e,vs1,63.4,58.0,7234,163.93028
1.01,very good,g,vvs2,63.0,59.0,7234,158.7025
1.01,very good,g,vvs2,62.8,58.0,7234,164.65761
1.01,very good,g,vvs2,59.4,58.0,7234,167.06549
1.51,premium,h,si2,59.4,62.0,7235,239.71901
1.2,ideal,h,vs2,62.4,56.6,7235,193.41103
1.7,very good,h,si2,63.5,58.0,7235,264.13647
1.0,premium,h,if,60.6,57.0,7235,166.71637
1.21,ideal,h,vs2,62.4,59.0,7236,196.05716
1.31,good,i,vs2,62.5,56.0,7236,214.92398
1.09,ideal,f,vs2,61.2,56.0,7238,181.24176
1.39,premium,j,vs1,60.8,58.0,7239,230.31625
1.52,very good,j,si1,62.3,57.0,7239,247.41893
1.01,premium,f,vs2,61.7,58.0,7240,165.57634
1.07,ideal,e,vs2,61.8,58.0,7240,175.24301
1.01,ideal,e,vs2,59.3,57.0,7240,165.95033
1.53,ideal,g,si2,61.7,57.0,7240,252.49722
1.01,premium,e,vs2,58.0,61.0,7240,167.2333
1.01,premium,e,vs2,59.3,58.0,7240,163.58563
1.01,ideal,f,vs1,62.2,57.0,7240,165.6288
1.0,very good,g,vvs2,62.1,59.0,7242,162.34521
1.2,ideal,g,vs2,62.8,57.0,7243,193.18117
1.16,ideal,g,vs2,61.7,57.0,7243,190.55232
1.48,very good,h,si2,62.3,58.0,7244,233.08217
1.0,premium,f,vs1,62.6,58.0,7244,163.072
1.05,premium,f,vs2,62.3,59.0,7244,169.6396
1.61,premium,j,si2,62.2,59.0,7245,261.77267
1.21,very good,h,vs1,62.3,58.0,7246,189.49443
1.25,premium,h,vs2,60.4,59.0,7246,201.80382
1.05,ideal,g,vs1,61.5,55.0,7247,174.65082
1.07,good,e,vs2,63.1,56.0,7250,174.44731
1.21,ideal,h,vs2,61.9,55.0,7250,197.32104
1.7,premium,i,si2,59.4,59.0,7250,280.96
1.03,good,e,vs1,63.3,59.0,7251,168.0096
1.02,very good,e,vs1,58.9,59.0,7253,168.22905
1.5,ideal,i,si2,60.6,59.0,7253,248.07419
1.51,premium,j,si1,60.6,57.0,7255,247.74661
1.06,ideal,g,vs2,62.3,56.0,7255,172.32507
1.51,good,i,vvs2,63.6,58.0,7255,245.0446
1.14,ideal,g,vs1,62.5,56.0,7255,185.79602
1.55,premium,i,si2,61.5,58.0,7256,251.94136
1.23,ideal,i,vvs2,62.5,57.0,7256,199.47989
1.21,premium,f,si1,61.6,59.0,7257,194.02968
1.02,very good,d,vs2,62.9,60.0,7257,164.3995
1.02,very good,f,vs1,61.9,59.0,7257,163.11618
2.31,fair,g,i1,67.4,56.0,7257,347.96848
1.01,very good,f,vs2,62.8,57.0,7258,163.72672
1.2,premium,g,vs2,59.4,58.0,7258,193.59402
1.2,premium,g,vs2,59.6,58.0,7258,197.0044
2.0,fair,f,i1,64.9,57.0,7258,321.15643
1.5,premium,j,si1,61.7,59.0,7258,244.05467
1.0,premium,e,vs1,61.9,60.0,7260,164.29599
1.0,very good,g,vvs2,60.5,62.0,7260,159.66821
1.0,good,e,vs1,63.6,59.0,7260,161.73196
1.25,premium,e,si1,60.9,59.0,7260,208.73831
1.23,ideal,h,vs2,62.2,55.0,7260,198.25612
1.23,ideal,h,vs2,62.3,56.0,7260,197.96245
1.22,premium,e,si1,62.6,58.0,7262,195.94202
1.01,ideal,g,vs1,62.1,54.0,7262,164.45303
1.5,premium,i,si2,62.2,62.0,7266,235.54799
1.1,ideal,h,vvs2,62.0,56.0,7267,179.13597
1.01,very good,g,vvs2,63.2,59.0,7267,158.85985
1.73,premium,i,si2,61.1,62.0,7270,267.28998
1.32,very good,h,si1,62.3,57.0,7270,215.04594
1.05,ideal,g,vs1,62.2,53.0,7270,173.12044
1.1,very good,f,vs2,62.7,58.5,7272,175.62349
1.51,ideal,e,si2,62.7,55.0,7272,236.45966
1.2,very good,g,vs2,62.4,59.0,7273,188.6472
1.07,ideal,h,vvs1,61.7,56.0,7273,177.91243
1.7,ideal,h,si2,62.1,57.0,7273,278.3424
1.23,premium,e,si1,59.2,62.0,7274,205.296
1.2,premium,e,si1,60.9,57.0,7274,194.05568
1.06,premium,e,vs2,61.3,58.0,7275,171.51251
1.07,ideal,g,vs2,61.9,55.0,7275,174.716
1.07,ideal,g,vs2,61.4,57.0,7275,176.14586
1.06,ideal,e,vs2,61.9,55.0,7275,174.71478
1.14,premium,f,vs2,62.0,59.0,7275,184.4552
1.11,ideal,f,vs2,60.4,58.0,7275,181.08008
1.23,very good,h,vs1,61.3,53.0,7276,206.06216
1.75,ideal,h,i1,61.5,54.9,7276,288.2101
1.05,very good,f,vs1,60.2,58.0,7276,179.36757
1.31,premium,h,vs2,62.5,58.0,7277,210.41733
1.01,premium,f,vs2,61.2,57.5,7277,163.4056
1.02,very good,e,si1,63.7,55.0,7277,162.63425
1.31,ideal,g,si1,63.4,57.0,7277,210.68915
1.19,premium,h,vs1,62.4,59.0,7277,192.84007
1.01,very good,d,vs2,62.8,57.0,7278,162.048
1.21,very good,h,vs1,62.0,58.0,7279,198.05717
1.21,very good,h,vs1,62.4,60.0,7279,192.84007
1.01,good,g,vvs1,63.1,59.0,7279,163.36717
1.0,premium,d,vs1,61.0,58.0,7280,162.98969
1.06,premium,d,vs2,59.6,60.0,7280,178.84297
1.0,very good,d,vs2,59.8,60.0,7281,162.2513
1.09,very good,g,vs1,60.0,57.0,7281,180.18765
1.0,very good,d,vs1,60.0,60.0,7281,162.16692
1.2,premium,f,si1,60.1,59.0,7282,196.24428
1.32,very good,h,si1,62.8,56.0,7283,212.78041
1.05,fair,g,vs1,65.6,58.0,7283,164.68376
1.22,premium,h,vs1,58.9,59.0,7283,201.2999
1.47,ideal,i,vs2,62.3,57.0,7284,239.41957
0.9,ideal,e,vvs2,62.8,54.0,7286,146.8398
1.07,ideal,f,si1,61.5,56.0,7286,176.85196
1.01,premium,e,vs2,59.2,59.0,7287,173.00645
1.54,premium,g,si2,61.6,58.0,7287,248.53946
1.01,ideal,e,vs2,61.5,57.0,7288,165.67287
1.36,very good,e,si2,61.7,59.0,7288,225.12167
1.25,ideal,e,si2,62.3,58.0,7289,202.29593
1.01,very good,e,vs2,59.5,60.0,7290,164.9388
1.01,ideal,g,vs1,61.2,57.0,7290,164.07272
1.13,ideal,g,vs2,61.6,57.0,7290,184.3947
1.5,good,f,si2,64.1,55.0,7291,232.32283
1.5,very good,h,si2,62.0,63.0,7291,237.1824
1.5,good,h,si2,64.2,56.0,7291,242.54207
1.24,fair,d,si1,55.6,67.0,7291,206.7588
1.5,premium,h,si2,62.3,59.0,7291,236.92348
1.5,good,h,si2,64.2,61.0,7291,231.99606
1.02,very good,g,vvs2,61.3,59.0,7292,167.89153
1.09,ideal,g,vs2,62.8,57.0,7292,177.29678
1.02,good,g,vvs2,62.3,60.0,7292,166.03888
0.35,ideal,i,vvs2,62.3,57.0,614,57.154556
0.35,premium,h,vs1,61.7,59.0,614,57.00054
0.35,premium,e,si1,61.1,59.0,614,56.8404
0.35,premium,h,vs1,62.6,59.0,614,56.07
0.35,ideal,e,si1,61.2,57.0,614,57.299137
0.35,ideal,e,si1,62.3,56.0,614,58.458744
0.35,premium,h,vs1,61.3,59.0,614,57.886364
0.35,very good,e,si1,62.7,57.0,614,56.976402
0.35,very good,e,si1,61.9,58.0,614,56.62249
0.35,ideal,e,si1,60.9,55.0,614,57.344826
0.35,very good,e,si1,62.9,58.0,614,57.306366
0.3,good,e,vs2,63.4,56.0,614,49.526337
0.35,premium,e,si1,59.7,60.0,614,56.43293
0.35,premium,e,si1,61.2,58.0,614,58.01164
0.35,very good,e,si1,60.7,59.0,614,57.011665
0.3,very good,e,vs2,62.6,62.0,614,47.415127
0.35,ideal,h,vs1,62.0,56.0,614,58.380768
0.35,ideal,e,si1,61.0,57.0,614,57.678886
0.35,premium,e,si1,60.8,60.0,614,56.88554
0.36,very good,e,si1,59.9,60.0,615,58.52801
0.35,ideal,g,vs2,62.5,53.0,615,58.665314
0.34,ideal,h,vs1,62.4,55.0,615,56.447998
0.3,ideal,f,vs1,62.3,54.0,615,50.201588
0.3,ideal,i,if,62.0,57.0,615,48.954643
0.3,ideal,i,if,62.5,56.0,615,48.68158
0.33,very good,d,vs2,60.8,60.0,615,55.03462
0.32,very good,f,vs1,62.2,55.0,616,52.181293
0.34,ideal,g,vs2,60.8,56.0,616,56.887745
0.34,ideal,g,vs2,61.4,55.0,616,56.921616
0.36,premium,f,si1,61.1,60.0,616,59.32865
1.51,premium,i,si2,62.6,59.0,7292,243.20079
1.51,premium,i,si2,58.7,59.0,7292,248.72267
1.14,very good,f,vs2,58.3,60.0,7293,190.83623
1.01,good,e,vvs2,64.2,57.0,7293,162.16452
1.2,ideal,h,vs1,62.0,57.0,7294,188.58577
1.04,ideal,g,vs1,61.7,57.0,7294,169.4189
1.04,ideal,g,vs1,61.5,56.0,7294,172.8955
2.01,fair,f,i1,58.7,66.0,7294,329.00867
1.08,ideal,g,vs2,62.3,57.0,7295,175.04057
1.03,ideal,f,vs1,60.7,56.0,7296,172.22435
1.27,ideal,h,si1,59.8,57.0,7297,209.44197
1.23,ideal,i,vvs2,62.0,55.0,7299,201.35062
1.5,fair,g,si1,56.1,62.0,7300,242.32446
1.33,premium,h,si1,61.9,58.0,7302,213.26413
1.63,premium,i,si1,61.5,60.0,7302,266.113
1.01,good,d,vs1,62.2,62.0,7303,159.25964
1.52,fair,i,vvs2,64.9,56.0,7303,246.69736
1.54,good,i,si2,63.3,60.0,7304,248.96104
1.25,very good,h,vs2,62.1,56.0,7305,207.2834
1.34,premium,d,si2,61.5,58.0,7305,216.01396
1.01,very good,e,vs1,62.6,57.0,7306,158.41426
1.01,good,g,vvs2,58.2,55.0,7306,172.35738
1.5,very good,j,vs2,60.5,63.0,7308,234.68431
1.5,good,j,vs2,63.6,58.0,7308,238.93704
1.5,premium,j,vs2,61.7,56.0,7308,237.95157
1.2,very good,e,si1,62.7,57.0,7310,192.4354
1.11,premium,f,vs1,62.8,56.0,7310,180.06267
1.22,premium,h,vs2,60.8,59.0,7310,199.19176
1.39,premium,e,si2,62.7,58.0,7311,219.66913
1.02,premium,e,vs2,60.0,59.0,7311,168.60645
1.27,very good,i,vs2,59.2,60.0,7312,211.42294
1.23,very good,h,si1,62.5,56.0,7313,196.80815
1.23,ideal,h,si1,62.3,58.0,7313,202.00102
1.51,good,e,si2,64.3,58.0,7314,239.1589
1.51,premium,j,si1,58.4,60.0,7314,251.71132
1.42,premium,h,si2,61.6,58.0,7316,229.32957
1.21,premium,g,vs2,63.0,58.0,7318,189.15051
1.2,very good,g,vs2,62.0,55.0,7318,196.74576
1.55,premium,h,si2,62.0,56.0,7319,250.12157
1.37,premium,j,vvs2,59.4,61.0,7319,228.32281
1.52,very good,f,si2,63.1,60.0,7320,238.3626
1.21,premium,g,vs2,62.2,58.0,7320,198.24721
1.51,premium,h,si2,63.0,59.0,7321,235.99648
1.02,ideal,g,vs1,61.3,57.0,7324,167.89552
1.02,ideal,g,vs1,61.0,57.0,7324,166.7952
1.41,ideal,h,si2,62.7,56.0,7324,228.38458
1.33,ideal,i,vs2,62.6,55.0,7325,217.45021
1.11,ideal,e,vs2,62.2,56.0,7326,180.82433
1.02,ideal,f,vs2,62.0,56.0,7326,165.22191
1.56,premium,i,vs2,60.8,59.0,7326,260.03226
1.25,premium,h,vs1,62.7,59.0,7328,200.70851
1.03,premium,f,vs1,61.8,59.0,7328,167.4432
1.19,ideal,i,vs1,61.6,56.0,7328,195.35164
1.05,ideal,h,if,61.2,55.0,7329,176.24823
1.01,very good,e,vs1,62.9,60.0,7332,163.21461
1.01,good,g,vvs2,62.4,59.0,7332,159.42326
1.3,very good,i,vs1,62.1,59.0,7333,212.0511
1.58,fair,h,si1,64.7,58.0,7333,246.5139
1.06,ideal,f,vs2,62.1,55.0,7334,173.38637
1.21,premium,e,si1,62.6,58.0,7334,197.27124
1.13,fair,f,vs1,64.5,55.0,7335,184.5656
1.23,ideal,e,si2,62.1,55.0,7336,201.81898
1.0,premium,f,vs1,62.3,61.0,7336,159.92618
1.01,ideal,f,vs2,62.5,55.0,7338,163.5832
1.44,fair,h,vs1,58.1,69.0,7338,237.49892
1.2,premium,d,si1,59.7,59.0,7338,194.82469
1.12,premium,g,vs1,58.4,58.0,7338,187.9632
1.04,ideal,f,vs1,63.0,56.0,7338,171.054
1.41,very good,h,si2,58.5,57.0,7339,237.10387
1.51,good,h,si2,59.9,64.0,7340,248.74074
1.51,premium,h,si2,60.2,62.0,7340,244.55698
1.51,premium,h,si2,62.1,58.0,7340,238.87296
1.52,premium,i,si2,62.5,56.0,7341,247.28856
1.33,premium,e,si2,62.0,57.0,7341,223.24303
1.0,very good,f,vs2,61.1,60.0,7343,162.48193
1.06,ideal,f,vs1,61.9,57.0,7345,173.2246
1.06,very good,d,vs2,62.8,55.0,7345,176.05925
1.4,very good,f,si2,59.9,60.0,7345,238.8729
1.59,very good,i,si2,61.9,58.0,7345,259.04852
1.37,ideal,i,vs2,61.5,55.0,7346,228.49632
1.01,ideal,f,vs2,61.7,55.0,7347,165.06334
1.21,ideal,f,si1,61.2,59.0,7349,194.7044
1.54,good,j,si1,62.9,62.0,7349,247.6861
1.0,very good,f,vs1,63.7,57.0,7350,162.38982
1.24,premium,d,si1,62.4,59.0,7351,199.77281
1.02,premium,f,vs1,62.0,59.0,7351,162.61081
1.02,premium,f,vs1,61.9,58.0,7351,168.11926
1.01,premium,g,if,61.3,58.0,7352,163.8144
1.01,premium,f,vs1,59.4,60.0,7353,161.6615
1.14,ideal,h,vvs2,61.9,56.0,7354,186.57072
1.01,ideal,e,vs2,62.1,56.0,7355,164.96454
1.52,ideal,j,si1,61.9,57.0,7356,245.80055
1.4,premium,g,si2,62.0,60.0,7357,224.69511
1.51,premium,j,vs2,60.7,60.0,7357,245.53473
1.09,ideal,g,vs2,61.2,56.0,7357,178.4646
1.05,ideal,g,vs1,62.2,57.0,7357,170.68959
1.02,ideal,g,vs1,61.5,55.0,7357,169.2592
1.46,very good,j,vs2,59.7,59.0,7358,239.31776
1.24,premium,h,vs1,61.2,59.0,7358,203.33087
1.31,premium,g,si1,62.2,56.0,7358,212.84288
1.21,good,g,vs2,59.1,61.0,7359,195.8517
1.2,premium,e,si1,60.3,57.0,7362,199.08916
1.51,ideal,i,si2,61.2,58.0,7362,245.2926
1.12,ideal,g,vs2,62.1,55.0,7364,182.91275
1.5,very good,h,si2,62.1,59.0,7365,237.70947
1.37,very good,e,si2,62.5,59.0,7365,215.22969
1.51,good,i,si1,63.9,63.0,7365,236.95418
1.03,premium,f,vs1,62.2,57.0,7365,170.16359
1.25,ideal,h,vs2,62.2,57.0,7365,204.24518
1.01,ideal,g,vvs2,60.6,57.0,7366,167.91449
1.01,premium,g,vvs2,59.4,58.0,7366,167.06549
1.01,premium,g,vvs2,63.0,59.0,7366,158.7025
1.01,very good,e,vs1,63.4,58.0,7366,163.93028
1.0,very good,e,vs1,59.4,56.0,7367,166.63516
1.2,ideal,i,if,61.5,56.0,7367,194.59868
1.5,good,j,vs2,59.6,60.0,7368,236.29137
1.13,ideal,f,vs2,62.1,56.0,7369,185.17923
1.01,very good,f,vs2,61.5,54.0,7370,166.8615
1.52,good,j,vs2,63.3,56.0,7370,246.19563
1.52,good,j,vs2,63.5,58.0,7370,242.9802
1.0,ideal,e,vs2,61.3,58.0,7370,162.64478
1.2,very good,g,vs2,63.1,57.0,7371,191.18413
1.14,ideal,g,vs2,62.0,55.0,7371,188.58241
1.11,premium,f,vs2,61.9,58.0,7371,183.73544
1.01,premium,f,vs1,61.7,58.0,7372,162.96193
1.22,very good,f,si1,60.5,58.0,7372,202.28331
1.2,very good,g,si1,61.9,58.0,7372,191.75368
1.2,ideal,g,si1,61.6,57.0,7372,199.35144
1.2,ideal,g,si1,62.7,56.0,7372,197.73259
1.05,ideal,f,vs1,60.4,56.0,7373,175.29721
1.04,ideal,g,vs1,61.2,58.0,7375,169.35555
1.09,very good,g,vs1,62.5,58.0,7378,174.92563
1.25,premium,h,vs2,60.4,59.0,7378,201.80382
1.2,good,g,vs2,62.2,58.0,7380,190.33997
1.51,good,d,si2,61.7,65.0,7384,244.38354
1.09,ideal,f,vs2,60.9,54.0,7385,182.87294
1.57,premium,i,vs2,60.8,59.0,7385,254.91376
1.57,ideal,i,si2,62.8,57.0,7385,251.82756
1.23,ideal,h,vvs2,61.3,55.0,7387,203.03664
1.46,very good,i,si1,62.8,57.0,7387,231.33286
1.52,ideal,h,si2,62.3,56.0,7388,241.26285
1.52,fair,h,si2,64.9,58.0,7388,243.2837
1.52,fair,h,si2,65.0,57.0,7388,233.2213
1.32,very good,h,si1,62.3,58.0,7389,211.932
1.02,premium,f,vs1,61.9,59.0,7389,163.11618
1.19,premium,g,vs2,61.9,58.0,7389,194.65524
1.53,premium,i,si2,62.7,62.0,7389,245.90604
1.25,premium,g,vvs1,62.0,58.0,7389,205.12721
1.02,premium,d,vs2,62.9,60.0,7389,164.3995
1.03,ideal,g,vs1,61.2,57.0,7391,169.6149
1.03,ideal,g,vs1,62.4,56.0,7391,167.9172
1.0,premium,e,vs1,58.7,62.0,7392,166.8678
1.0,fair,e,vs1,64.4,55.0,7392,162.30754
1.5,very good,i,si2,60.8,58.0,7392,235.41727
1.5,very good,i,si2,62.7,57.0,7392,245.60173
1.03,ideal,f,vs2,62.3,56.0,7392,166.30875
1.0,premium,g,vvs2,60.5,62.0,7392,159.66821
1.0,premium,e,vs1,61.9,60.0,7392,164.29599
1.0,good,e,vs1,63.6,59.0,7392,161.73196
1.0,premium,d,vs2,59.8,58.0,7392,164.85236
0.9,ideal,d,vs1,61.9,59.0,7393,144.33728
1.22,premium,e,si1,62.3,59.0,7395,193.41103
1.22,premium,e,si1,62.6,58.0,7395,195.94202
1.31,premium,h,si1,59.3,59.0,7395,217.06001
1.19,premium,g,vs2,58.9,61.0,7397,188.8168
1.04,good,f,vs1,63.2,57.0,7399,167.59842
1.1,premium,g,vs1,58.4,60.0,7399,186.1275
1.51,very good,i,si2,62.5,59.0,7400,242.66678
1.26,ideal,h,si1,60.8,57.0,7400,207.65372
1.5,very good,j,vs2,62.4,60.0,7402,239.08073
1.0,ideal,g,vvs2,62.6,55.0,7403,163.072
2.04,premium,i,i1,61.1,61.0,7403,334.94998
1.13,premium,g,vs1,58.6,59.0,7404,190.47554
1.13,premium,g,vs1,60.0,60.0,7404,188.3589
1.13,ideal,g,vs1,61.7,54.0,7404,188.97507
1.2,premium,g,vs2,62.4,59.0,7405,188.6472
1.1,very good,g,vs2,61.9,56.7,7405,178.15672
1.53,very good,i,si2,61.6,56.0,7406,251.60362
1.06,premium,e,vs2,61.3,58.0,7408,171.51251
1.64,very good,j,si2,62.5,58.0,7409,265.77936
1.14,ideal,h,vs2,61.1,57.0,7409,187.43445
1.75,ideal,h,i1,61.5,55.0,7409,288.2101
1.01,ideal,f,vs2,61.2,58.0,7409,163.4056
1.01,premium,f,vs1,60.4,59.0,7409,167.4894
1.01,very good,f,vs2,62.9,55.0,7411,164.14142
1.01,ideal,f,vs2,60.9,58.0,7411,163.49625
1.01,very good,g,vvs1,63.1,59.0,7412,163.36717
1.01,ideal,f,vs1,60.8,57.0,7412,169.28398
1.17,ideal,g,vs2,61.3,56.0,7413,192.82037
1.2,ideal,g,vs2,62.6,57.0,7413,194.61343
1.17,ideal,g,vs2,62.0,56.0,7413,188.58992
1.25,very good,h,vs2,60.3,54.0,7414,208.15831
1.7,premium,g,si2,62.2,59.0,7414,277.248
1.32,ideal,g,si1,61.9,57.0,7414,214.97917
0.97,very good,g,vvs1,61.9,54.0,7415,158.21709
1.07,very good,d,vs2,62.4,57.0,7415,175.46469
1.31,very good,h,vs2,61.4,59.0,7415,209.30739
1.04,ideal,g,vs2,60.7,56.0,7415,171.96342
1.28,ideal,g,si1,62.4,58.0,7415,206.86536
1.55,ideal,j,vs2,61.7,57.0,7416,249.36542
1.21,very good,g,vs2,63.1,60.0,7416,188.86693
1.21,very good,g,vs2,63.1,58.0,7416,193.06348
1.51,premium,j,vs2,59.6,60.0,7418,254.57579
1.51,very good,j,vs2,60.2,59.0,7418,239.64528
1.51,good,j,vs2,62.8,59.0,7418,232.82425
1.51,very good,j,vs2,62.8,59.0,7418,238.49281
1.51,premium,j,vs2,62.3,59.0,7418,245.53926
1.53,very good,j,vs2,62.9,59.0,7418,247.3514
1.22,ideal,h,vs1,62.3,55.0,7418,197.67601
1.44,premium,h,si2,62.1,55.0,7419,234.37798
1.0,premium,e,vs1,61.4,58.0,7420,163.31195
1.01,ideal,e,vs2,61.5,57.0,7421,165.67287
1.36,premium,e,si2,61.7,59.0,7421,225.12167
2.03,premium,h,i1,59.4,59.0,7421,335.39328
1.09,premium,g,vs1,60.2,61.0,7422,179.10867
1.01,very good,d,vs2,61.9,59.0,7422,161.94025
1.17,ideal,g,vs2,62.0,57.0,7423,191.47127
1.25,ideal,h,si1,62.0,58.0,7423,201.35062
1.56,very good,j,si1,59.6,58.0,7424,258.44333
1.21,ideal,e,si1,61.9,57.0,7424,197.6053
1.26,ideal,h,vs2,61.7,56.0,7424,204.47107
1.3,premium,d,si1,62.2,58.0,7426,202.58054
1.21,ideal,h,vs2,62.6,54.8,7426,197.55836
1.21,very good,h,vs2,62.9,55.0,7426,195.53401
1.5,very good,j,vs2,63.3,57.0,7428,238.554
1.34,ideal,h,vs2,60.2,56.0,7429,225.29549
1.03,ideal,f,vs1,60.7,56.0,7429,172.22435
1.01,good,g,vvs2,63.1,56.0,7430,163.11552
